Number,TranslatedTitle,OriginalTitle,Year,Languages,Subtitles,Rating,Country,Category,URL,Director,Producer,Actors,Length,Description,Comments,Writer,Picture
"1362","El Planeta De Los Simios: Nuevo Reino","Kingdom of the Planet of the Apes","2024","ING/ESP","Español","6.9","USA","Acción, Aventura, Drama, Sci-Fi, Thriller","https://www.imdb.com/title/tt11389872","Wes Ball","Wes Ball, Peter Chernin, Mara Gagnon, Joe Hartwick Jr., Rick Jaffa, Jason Reed, Amanda Silver, Jenno Topping","Owen Teague, Freya Allan, Kevin Durand, Peter Macon, William H. Macy, Eka Darville, Travis Jeffery, Lydia Peckham, Neil Sandilands, Ras-Samuel","145","Muchos años después del reinado de César, un joven simio emprende un viaje que le llevará a cuestionar todo lo que le han enseñado sobre el pasado y a tomar decisiones que definirán un futuro para simios y humanos por igual.","DDWWwEiWHJw","Josh Friedman, Rick Jaffa, Amanda Silver","movies.csv_pics\movies_1362.jpg"
"1361","Garfield: Fuera De Casa","The Garfield Movie","2024","ING/ESP","Español","5.7","USA, UK, Hong Kong","Infantil","https://www.imdb.com/title/tt5779228","Mark Dindal","Rachel Amanda Alterman, Justin Baldoni, Jie Cao, Vanessa Choy, Daniel Chuba, Crosby Clyse, John Cohen, Jim Davis, Simon Hedges, Tom Jacomb, Broderick Johnson, Louis Koo, Andrew A. Kosove, Meng Li, William Li, Lulu Liu, Yuxin Liu, Peter Luo, Namit Malhotra, Bridget McMeel, Scott Parish, Chris Pflug, David Reynolds, Carl Rogers, Steve Sarowitz, Shelley Smith, Craig Sost, Steven P. Wegner, Nancy Xu, Kali Zheng","Chris Pratt, Samuel L. Jackson, Hannah Waddingham, Ving Rhames, Nicholas Hoult, Cecily Strong, Harvey Guillén, Brett Goldstein, Bowen Yang, Snoop Dogg","101","Garfield, el famoso gato que odia los lunes y es amante de la lasaña, está a punto de vivir una salvaje aventura al aire libre. Tras un inesperado reencuentro con su padre, el desaliñado gato callejero Vic, Garfield y su amigo canino Odie se ven obligados a abandonar su mimada vida para unirse a Vic en un divertidísimo atraco de alto riesgo.","Ua3PLSNGVBE","Paul A. Kaplan, Mark Torgove, David Reynolds, Jim Davis, Lee Eisenberg, Gene Stupnitsky","movies.csv_pics\movies_1361.jpg"
"1360","Gladiator II","Gladiator II","2024","ING/ESP","Español","6.6","USA, UK, Marruecos, Canadá, Malta","Acción, Aventura, Drama","https://www.imdb.com/title/tt9218128","Ridley Scott","Jimmy Abounouom, Winston Azzopardi, Aidan Elliott, Lucy Fisher, David Franzoni, Teresa Kelly, Raymond Kirk, Laurie MacDonald, Walter F. Parkes, Nikki Penny, Michael Pruss, Ridley Scott, Douglas Wick","Paul Mescal, Denzel Washington, Pedro Pascal, Connie Nielsen, Joseph Quinn, Fred Hechinger, Lior Raz, Derek Jacobi, Peter Mensah, Matt Lucas","148","Lucio es obligado a entrar en el Coliseo después de que su hogar sea conquistado por los tiránicos emperadores que ahora dirigen Roma con puño de hierro. Con la ira en su corazón y el futuro del Imperio en juego, Lucio debe mirar hacia atrás para encontrar fuerza y devolver la gloria de Roma a su pueblo.","kdSdHxf6tio","David Franzoni, Peter Craig, David Scarpa, David Scarpa","movies.csv_pics\movies_1360.jpg"
"1359","Guasón 2: Folie À Deux","Joker: Folie à Deux","2024","ING/ESP","Español","5.2","USA, Canadá","Drama, Musical, Thriller","https://www.imdb.com/title/tt11315808","Todd Phillips","Pete Chiappetta, Justine Conte, Lisa Dennis, Mark Friedberg, Joseph Garner, Georgia Kacandes, Todd Phillips, Jason Ruder, Scott Silver, Emma Tillinger Koskoff, Anthony Tittanegro, Michael E. Uslan, David Webb","Joaquin Phoenix, Lady Gaga, Brendan Gleeson, Catherine Keener, Zazie Beetz, Steve Coogan, Harry Lawtey, Leigh Gill, Ken Leung, Jacob Lofland","138","El comediante fracasado Arthur Fleck tropieza con el amor verdadero mientras está encarcelado en Arkham. A la espera del juicio por el asesinato de cinco personas, Fleck descubre la música que siempre ha estado dentro de él.","hqx1NcHoiq0","Scott Silver, Todd Phillips, Bob Kane, Bill Finger, Jerry Robinson, Paul Dini, Bruce Timm","movies.csv_pics\movies_1359.jpg"
"1358","Hellboy The Crooked Man","Hellboy: The Crooked Man","2024","ING/ESP","Español","4.5","USA, UK, Alemania, Bulgaria","Acción, Terror, Misterio, Thriller","https://www.imdb.com/title/tt26757462","Brian Taylor","Vessela Banzourkova, Christa Campbell, Boaz Davidson, Artur Galstian, Jeffrey Greenstein, Lati Grobman, Victor Hadida, Avi Lerner, Yariv Lerner, Mike Mignola, Tanner Mobley, Julia Muentefering, Michael Mullner, Lonnie Ramati, Mike Richardson, Sam Schulte, Cristina Serafini, Trevor Corto, Robert Van Norden, Les Weldon, Gareth West, Vahan Yepremyan, Jonathan Yunger","Jack Kesy, Jefferson White, Adeline Rudolph, Leah McNamara, Suzanne Bertish, Joseph Marcell, Martin Bassindale, Hannah Margetson, Bogdan Haralambov, Carola Colombo","99","Sigue a Hellboy y a un agente novato del BPRD cuando se quedan varados en los Apalaches rurales de los años cincuenta. Descubren una pequeña comunidad embrujada, liderada por el Hombre Torcido.","3-B60QAmto0","Christopher Golden, Mike Mignola, Brian Taylor, Mike Mignola","movies.csv_pics\movies_1358.jpg"
"1357","Incitadores","The Instigators","2024","ING/ESP","Español","6.2","USA","Acción, Comedia, Crimen, Drama, Misterio, Thriller","https://www.imdb.com/title/tt24169886","Doug Liman","Ben Affleck, Dani Bernfeld, Celia D. Costas, Cynthia Dahlgren, Luciana Damon, Matt Damon, John Graham, Kevin Halloran, Michael Joe, Patrick McNamara, Jeff Robinov, Sasha Veneziano, Kevin J. Walsh, Patty Willett, Alison Winter","Matt Damon, Hong Chau, Jack Harlow, Michael Stuhlbarg, Alfred Molina, Casey Affleck, Owen Earls, Natalie Carter, Walter Liebman, André De Shields","101","Sigue a dos ladrones que deben huir con la ayuda de uno de sus terapeutas después de que un robo no salga según lo planeado.","Fc_ygBFA-nU","Chuck MacLean, Casey Affleck","movies.csv_pics\movies_1357.jpg"
"1356","Intensa-Mente 2","Inside Out 2","2024","ING/ESP","Español","7.5","USA","Infantil","https://www.imdb.com/title/tt22022452","Kelsey Mann","Kim Collins, Pete Docter, Magdiela Hermida Duhamel, Valerie LaPointe, Mark Nielsen, Jonas Rivera, Dan Scanlon","Amy Poehler, Maya Hawke, Kensington Tallman, Liza Lapira, Tony Hale, Lewis Black, Phyllis Smith, Ayo Edebiri, Lilimar, Grace Lu","96","Riley, ahora adolescente, enfrenta una reforma en la Central de sus emociones. Alegría, Tristeza, Ira, Miedo y Asco deben adaptarse a la llegada de nuevas emociones: Ansiedad, Vergüenza, Envidia y Ennui.","9bol4Yyx9Gs","Meg LeFauve, Dave Holstein, Kelsey Mann, Meg LeFauve","movies.csv_pics\movies_1356.jpg"
"1355","La Leyenda Del Dragón","Dragonkeeper","2024","ING/ESP","Español","5.7","España, China","Infantil","https://www.imdb.com/title/tt7093904","Jianping Li, Salvador Simó","Gabriel Arias-Salgado, Aurora de Cos, Simon Crowe, Ruoqing Fu, Matthew Joynes, Tro Juanyu, Larry Levene, Jianping Li, Yang Lihe, Bárbara López Sáenz, Mingyu Peng, Pedro Pérez, Vanesa Solas, Eduardo Suárez, Song Weiwei","Bill Nighy, Mayalinee Griffiths, Anthony Howell, Bill Bailey, Andrew Leung, Tony JayaGuerradena, Sarah Lam, Felix Rosen, Colin Ryan, Paul McEwan","98","En la antigua China, después de un enfrentamiento con los humanos, los dragones son desterrados del reino. Muchos años después, Ping, una huérfana inocente que anhela la libertad, cuida de los últimos dos dragones. Tristemente descubre que la hembra ha muerto. El macho, Danzi, está custodiando un huevo de dragón valioso y raro. Cuando llegan los guardias del palacio, Danzi desaparece, y antes de que Ping tenga la oportunidad de explicar lo sucedido, es confundida con una cómplice y decide huir.  Danzi y Ping escapan del palacio juntos y deben devolver el huevo de dragón al océano para salvar a todos los dragones de la extinción. En esta aventura emocionante y peligrosa, Ping encuentra la forma de desatar su poder y descubre que es una pieza clave en la leyenda del dragón: una verdadera guardiana de dragones.","3V8ZfJBGDCc","Carole Wilkinson, Pablo I. Castrillo, Ignacio Ferreras, Rosanna Cecchini, Xianping Wang, Carole Wilkinson","movies.csv_pics\movies_1355.jpg"
"1354","La Sustancia","The Substance","2024","ING/ESP","Español","7.3","UK, Francia","Drama, Terror, Sci-Fi","https://www.imdb.com/title/tt17526714","Coralie Fargeat","Tim Bevan, Coralie Fargeat, Eric Fellner, Jon Finn, Alexandra Loewy, Claire O'Neill, Nicolas Royer","Demi Moore, Margaret Qualley, Dennis Quaid, EdGuerrad Hamilton-Clark, Gore Abrams, Oscar Lesage, Christian Erickson, Robin Greer, Tom Morton, Hugo Diego Garcia","141","Elisabeth Sparkle se enfrenta a un golpe devastador el día de su cumpleaños cuando su jefe la despide. En medio de su angustia, un laboratorio le ofrece una sustancia que promete transformarla en una versión mejorada de sí misma.","LL7-o30o9ec","Coralie Fargeat","movies.csv_pics\movies_1354.jpg"
"1353","Megalópolis","Megalopolis","2024","Inglés","Español","4.7","USA","Drama, Fantasía, Sci-Fi","https://www.imdb.com/title/tt10128846","Francis Ford Coppola","Michael Bederman, Jesse James Chisholm, Mariela Comitini, Francis Ford Coppola, Darren M. Demetre, Barry J. Hirsch, James T. Mockoski, Anahid Nazarian, Barrie M. Osborne, Fred Roos, Adriana Rotaru, Masa Tsuyuki","Adam Driver, Giancarlo Esposito, Nathalie Emmanuel, Aubrey Plaza, Shia LaBeouf, Jon Voight, Laurence Fishburne, Talia Shire, Jason SchGuerratzman, Kathryn Hunter","138","Un arquitecto quiere reconstruir Nueva York como una utopía tras una catástrofe devastadora.","13hmndEkPOc","Francis Ford Coppola","movies.csv_pics\movies_1353.jpg"
"1352","Mi Amigo El Pingüino","My Penguin Friend","2024","ING/ESP","Español","6.7","Brasil, USA, España","Aventura, Drama, Familia","https://www.imdb.com/title/tt8609660","David Schurmann","Shaked Berenson, Patrick Ewald, Robin Jonas, Jonathan E. Lim, Ramiro Navarro, Justine Otondo, Lila Rodrigues, João Roni, Nicolas Veinberg, Steven P. Wegner, Andreas Wentz","Jean Reno, Adriana Barraza, Alexia Moyano, Nicolás Francialla, Rochi Hernández, Pedro Urizzi, Amanda Magalhães, Juan José Garnica, Duda Galvão, Thalma de Freitas","97","Conmovedora aventura de un pingüino perdido, rescatado de un derrame de petróleo, que entabla una improbable amistad con un pescador desalentado. Su extraordinaria amistad supera incluso el vasto océano que los separa.","mNbKy0cmNjM","Kristen Lazarian, Paulina Lagudi Ulrich","movies.csv_pics\movies_1352.jpg"
"1351","Mi Villano Favorito 4","Despicable Me 4","2024","ING/ESP","Español","6.2","USA","Infantil","https://www.imdb.com/title/tt7510222","Chris Renaud, Patrick Delage","Jean-Luc Florinda, Brett Hoffman, Christopher Meledandri, Robert Taylor, Graham Walters","Steve Carell, Pierre Coffin, Will Ferrell, Sofía Vergara, Chris Renaud, Dana Gaier, Madison Skyy Polan, Miranda Cosgrove, Kristen Wiig, Steve Coogan","94","Gru, Lucy y las niñas -Margo, Edith y Agnes- dan la bienvenida a un nuevo miembro en la familia: Gru Junior, que parece llegar con el propósito de ser un suplicio para su padre. Gru tendrá que enfrentarse en esta ocasión a su nueva némesis Maxime Le Mal y su sofisticada y malévola novia Valentina, lo que obligará a la familia a tener que darse a la fuga.","I0_qFoptZ4Y","Mike White, Ken Daurio","movies.csv_pics\movies_1351.jpg"
"1350","Moana 2","Moana 2","2024","ING/ESP","Español","6.8","USA, Canadá","Infantil","https://www.imdb.com/title/tt13622970","David G. Derrick Jr., Jason Hand, Dana Ledoux Miller","Lisa Bechard, Jared Bush, Christina Chen, Tucker Gilmore, Stephanie Hachem, Dwayne Johnson, Jennifer Lee, Yvett Merino, Brad Simonsen","Auli'i Cravalho, Dwayne Johnson, Hualalai Chung, Rose Matafeo, David Fane, Awhimai Fraser, Khaleesi Lambert-Tsuda, Temuera Morrison, Nicole Scherzinger, Rachel House","100","Después de recibir una llamada inesperada de sus antepasados ??navegantes, Moana viajará a los lejanos mares de Oceanía, donde vivirá una peligrosa aventura con su nueva tripulación.","t3C8TrVo0zo","Jared Bush, Dana Ledoux Miller, Jared Bush, Dana Ledoux Miller, Bek Smith, Bryson Chun","movies.csv_pics\movies_1350.jpg"
"1349","Mufasa: El Rey León","Mufasa: The Lion King","2024","ING/ESP","Español","6.6","USA, Canadá","Infantil","https://www.imdb.com/title/tt13186482","Barry Jenkins","Mark Ceryak, Genevieve Hofmeyr, Adele Romanski, Peter M. Tobyansen","Aaron Pierre, Kelvin Harrison Jr., Tiffany Boone, Kagiso Lediga, Preston Nyman, Blue Ivy Carter, John Kani, Mads Mikkelsen, Seth Rogen, Billy Eichner","118","La historia se cuenta en flashbacks y presenta a Mufasa como un cachorro huérfano, perdido y solo hasta que conoce a un simpático león llamado Taka, heredero de un linaje real. Este encuentro casual pone en marcha un viaje de un extraordinario grupo de inadaptados que buscan su destino. Y sus vínculos se pondrán a prueba mientras trabajan juntos para escapar de un enemigo amenazador y letal.","jYGUYAaqmlU","Jeff Nathanson","movies.csv_pics\movies_1349.jpg"
"1348","Nosferatu","Nosferatu","2024","ING/ESP","Español","7.3","USA, UK, Hungría","Fantasía, Terror, Misterio","https://www.imdb.com/title/tt5040012","Robert Eggers","Alma Bacula, Bernard Bellew, Garrett Bird, Chris Columbus, Eleanor Columbus, Robert Eggers, John Graham, David Minkowski, Jeff Robinov, Matthew Stillman","Lily-Rose Depp, Nicholas Hoult, Bill Skarsgård, Aaron Taylor-Johnson, Willem Dafoe, Emma Corrin, Ralph Ineson, Simon McBurney, Adéla Hesová, Milena Konstantinova","132","Una historia gótica de obsesiones entre una joven atormentada en la Alemania del siglo XIX y el antiguo vampiro de Transilvania que la acecha, trayendo consigo un inefable Terror.","iEbp8QMGzP0","Robert Eggers, Henrik Galeen, Bram Stoker","movies.csv_pics\movies_1348.jpg"
"1347","Reagan","Reagan","2024","ING/ESP","Español","6.2","USA","Biografía, Drama, Historia","https://www.imdb.com/title/tt1723808","Sean McNamara","Vince Emmett, Joel Falderon, Brent Ryan Green, Gerard J Hall, Noah Hamilton, Mark Joseph, Travis Mann, Kevin Mitchell, Dave Roberts, John Sullivan","Dennis Quaid, Penelope Ann Miller, Jon Voight, Mena Suvari, David Henrie, Tommy Ragen, Kevin Dillon, Mark Moses, Trevor Donovan, Olek Krupa","141","Un drama basado en la vida de Ronald Reagan, desde su infancia hasta su paso por la oficina oval.","5jsEZvFiTcs","Paul Kengor, HoGuerrad Klausner","movies.csv_pics\movies_1347.jpg"
"1346","Recuerdos Mortales","Sleeping Dogs","2024","ING/ESP","Español","6.2","Australia, USA","Crimen, Misterio, Thriller","https://www.imdb.com/title/tt8542964","Adam Cooper","Marcus Bolton, J.J. Caruth, Bill Collage, Adam Cooper, Ford Corbett, Jatin Desai, Mark Fasano, Claiton Fernandes, Vladimir Fernandes, Jackie Fletcher, Arianne Fraser, Greg Friedman, Deborah Glover, Matthew Goldberg, Sanjiv Goyal, Joshua Harris, Kanwaldeep Kalsi, Nathan Klingher, Arun Kumar, Noah Lang, Anita Levian, Euzebio Munhoz Jr., Ari Novak, Delphine Perrier, Rupert Preston, Viru Raparthi, Cliff Roberts, Kelly Rogers, Ankur Rungta, Vishal Rungta, Jamal Sannan, Pouya Shahbazian, Michael Sirow, Anthony Standberry, Joey Suquet, Henry Winterstern, Ryan Winterstern","Russell Crowe, Karen Gillan, Marton Csokas, Tommy Flanagan, Thomas M. Wright, Harry Greenwood, Pacharo Mzembe, Lynn Gilmartin, Paula Arundell, Elizabeth Blackmore","110","Un ex detective de homicidios, con pérdida de memoria se ve obligado a resolver un brutal asesinato, sólo para descubrir escalofriantes secretos de su pasado olvidado.","ZbjN2VTqCB0","Adam Cooper, Bill Collage, E.O. Chirovici","movies.csv_pics\movies_1346.jpg"
"1345","Road House","Road House","2024","ING/ESP","Español","6.2","USA","Acción, Drama, Thriller","https://www.imdb.com/title/tt3359350","Doug Liman","Audie Attar, Aaron Auch, Jonathan Hook, Stephen Mirrione, Brian M. O'Neill, Joel Silver, Alison Winter","Jake Gyllenhaal, Daniela Melchior, Conor McGregor, Billy Magnussen, Jessica Williams, B.K. Cannon, Joaquim de Almeida, Post Malone, Lukas Gage, Dominique Columbus","121","Un ex luchador de peso medio de la UFC acaba trabajando en un bar ruidoso de los Cayos de Florida donde las cosas no son lo que parecen.","kR3uyuMsHvs","Anthony Bagarozzi, Chuck Mondry, Anthony Bagarozzi, Chuck Mondry, R. Lance Hill, R. Lance Hill, Hilary Henkin, R. Lance Hill","movies.csv_pics\movies_1345.jpg"
"1344","Robot Salvaje","The Wild Robot","2024","ING/ESP","Español","8.2","USA, Japón","Infantil","https://www.imdb.com/title/tt29623480","Chris Sanders","Dean DeBlois, Jeff Hermann, Heather Lanza","Lupita Nyong'o, Pedro Pascal, Kit Connor, Bill Nighy, Stephanie Hsu, Matt Berry, Ving Rhames, Mark Hamill, Catherine O'Hara, Boone Storm","102","Un robot - ROZZUM unidad 7134, ""Roz"" para abreviar - naufraga en una isla deshabitada y debe aprender a adaptarse al duro entorno, estableciendo gradualmente relaciones con los animales de la isla y convirtiéndose en la madre adoptiva de un ganso huérfano.","","Chris Sanders, Peter Brown","movies.csv_pics\movies_1344.jpg"
"1343","Romper El Círculo","It Ends with Us","2024","ING/ESP","Español","6.4","USA","Drama, Romance","https://www.imdb.com/title/tt10655524","Justin Baldoni","Andrea Ajemian, Todd Black, Andrew Calof, Helga Gruber, Christy Hall, Jamey Heath, Colleen Hoover, Blake Lively, John Logan Pierson, Alex Saks, Steve Sarowitz, Mariela Villa","Blake Lively, Justin Baldoni, Jenny Slate, Brandon Sklenar, Hasan Minhaj, Kevin McKidd, Amy Morton, Alex Neustaedter, Isabela Ferrer, Robert Clohessy","130","Lily cree haber encontrado el amor verdadero con Ryle, pero un doloroso incidente desencadena traumas del pasado, debe decidir si el amor puede sacar adelante su matrimonio. Las cosas se complican cuando su primer amor vuelve a su vida.","pzxJbIX9yMk","Christy Hall, Colleen Hoover","movies.csv_pics\movies_1343.jpg"
"1342","Terrifier 3: Payaso Siniestro","Terrifier 3","2024","ING/ESP","Español","6.3","USA","Terror","https://www.imdb.com/title/tt27911000","Damien Leone","Jill Breder, Stephen Conca, Steven Della Salla, Bill Diamond, Lisa Falcone, Phil Falcone, Matthew Helderman, G. Brandon Hill, Jason Leavy, Michael Leavy, Yolanda Macias, Jason Milstein, Brad Miska, Erick Opeka, Priscilla Ross Smith, George Steuber, Luke Taylor","Lauren LaVera, David HoGuerrad Thornton, Antonella Rose, Elliott Fullam, Samantha Scaffidi, Margaret Anne Florence, Bryce Johnson, Alexa Blair Robertson, Mason Mecartea, Krsy Fox","125","El payaso Art se dispone a desatar el caos entre los desprevenidos habitantes del condado de Miles mientras duermen plácidamente en Nochebuena.","6mO-y0Xeq7U","Damien Leone","movies.csv_pics\movies_1342.jpg"
